"id","title","poster_url","year","duration","age_rating","star_rating","num_ratings","description"
"6290","Stolen","https://m.media-amazon.com/images/M/MV5BNzY0ODM1NzU0OV5BMl5BanBnXkFtZTcwNTExNjIyOA@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2012","1h 36m","R","5.5","47K","A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi."
"6291","Valiant","https://m.media-amazon.com/images/M/MV5BOWFjZjhlMGYtM2EyNC00ZWZhLTliMmItYjIxZmNhMzNjZDcxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 16m","G","5.5","25K","At the height of World War II, a tiny wood pigeon enlists in the elite Royal Homing Pigeon Service to serve Britain, as the fearsome General Von Talon (Tim Curry) and his deadly squadron of falcons patrol the English Channel. Is he a war-hero in the making?"
"6292","Horsemen","https://m.media-amazon.com/images/M/MV5BOTYzMDIxNjI1OV5BMl5BanBnXkFtZTcwMjgyMDIzMg@@._V1_QL75_UY414_CR1,0,280,414_.jpg","2009","1h 30m","R","5.5","25K","A detective investigates a series of killings linked to the Four Horsemen of the Apocalypse."
"6293","Stuart Little 2","https://m.media-amazon.com/images/M/MV5BMTYyNDg0Njc2Nl5BMl5BanBnXkFtZTYwMDc3NzQ3._V1_QL75_UX280_CR0,1,280,414_.jpg","2002","1h 17m","PG","5.5","60K","Stuart and Snowbell set out across town to rescue a friend."
"6294","The Spy Next Door","https://m.media-amazon.com/images/M/MV5BMTI5MjEzMjM4N15BMl5BanBnXkFtZTcwODc0ODEwMw@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2010","1h 34m","PG","5.5","48K","Former C.I.A. spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, but things take a turn when a russian terrorist takes aim at the family"
"6295","Nine Months","https://m.media-amazon.com/images/M/MV5BMTQ2NGNiMDgtMDUyNy00MmU0LThhYzQtMTM1YmI3ZTFmOWQyXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","1995","1h 43m","PG-13","5.5","39K","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse."
"6296","The Perfect Man","https://m.media-amazon.com/images/M/MV5BY2Y0MTJmNGMtYzhiZC00OWNjLWIzM2YtMzdkYTdmMjAwYWJmXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","2005","1h 40m","PG","5.5","33K","A lonely mother begins receiving romantic e-mails from a secret admirer, unaware that this perfect man is really a creation of her daughter who is trying to cheer her up."
"6297","Hell Fest","https://m.media-amazon.com/images/M/MV5BOGFkMWM5MmEtZjY4YS00MmFhLWEyOWQtNTcwYmRlYmZkMzU3XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 29m","R","5.5","21K","A masked serial killer turns a horror-themed amusement park into his own personal playground, terrorizing a group of friends while the rest of the patrons believe that it is all part of the show."
"6298","Whiteout","https://m.media-amazon.com/images/M/MV5BMTg5NDczMTQ4M15BMl5BanBnXkFtZTcwNzE4MjI4Mg@@._V1_QL75_UY414_CR0,0,280,414_.jpg","2009","1h 41m","R","5.5","42K","U.S. Marshal Carrie Stetko tracks a killer in Antarctica as the sun is about to set for six months."
"6299","The Whole Ten Yards","https://m.media-amazon.com/images/M/MV5BMTcwMDE5NDcwNl5BMl5BanBnXkFtZTcwMjg1MzUyMQ@@._V1_QL75_UX280_CR0,5,280,414_.jpg","2004","1h 38m","PG-13","5.5","60K","Jimmy the Tulip's quiet new life is shaken up by his old pal Oz, whose wife has been kidnapped by a Hungarian mob. The Tulip and his wife Jill spring into action."
"6300","Picture Perfect","https://m.media-amazon.com/images/M/MV5BZDVkM2I3ZTgtNmQ0YS00M2M3LWJhMzYtOWJjZjA3ZWRmOGY4XkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg","1997","1h 41m","PG-13","5.5","22K","Shy awkward young Mercer Advertising Agency executive Kate Mosley's life becomes increasingly complicated when she attempts to impress her boss by pretending to be engaged to wedding photographer Nick, whom she has just met."
"6301","Jack Frost","https://m.media-amazon.com/images/M/MV5BY2U2MmNkZjAtNTVmOS00MzViLTgzNjUtZmQ0NTE5MWU3NjI4XkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","1998","1h 41m","PG","5.5","43K","A father who can't keep his promises is killed in a car accident. One year later, he returns as a snowman who has the final chance to put things right with his son before he is gone forever."
"6302","The Last Days on Mars","https://m.media-amazon.com/images/M/MV5BMTk4ODgxMDU0M15BMl5BanBnXkFtZTgwOTg0NzcyMDE@._V1_QL75_UY414_CR0,0,280,414_.jpg","2013","1h 38m","R","5.5","40K","A group of astronaut explorers succumb one by one to a mysterious and terrifying force while collecting specimens on Mars."
"6303","Legionnaire","https://m.media-amazon.com/images/M/MV5BMjFiOWQyMGUtZjg2NC00MDhlLWFiNGItNTdjYmIzNWY1OTYxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1998","1h 39m","R","5.5","27K","Alain is a boxer in 1925 Marseille, France. When he doesn't take the dive paid to take by a mob boss, he has to split. He joins the Foreign Legion and is sent to Morocco. He makes 3 friends and they watch each other's backs."
"6304","Cube²: Hypercube","https://m.media-amazon.com/images/M/MV5BNDg1Yzk1MzYtZWQ5OC00YWYyLWI2NjgtMzM1NzI3MjQyZDRkXkEyXkFqcGc@._V1_QL75_UY414_CR7,0,280,414_.jpg","2002","1h 34m","R","5.5","72K","Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply."
"6305","Forces of Nature","https://m.media-amazon.com/images/M/MV5BOTAwMjBhYTctNzcyMC00ZTMwLWI1NGMtMjZkYjYyNmIxNzFjXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1999","1h 45m","PG-13","5.5","37K","A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff."
"6306","Diary of the Dead","https://m.media-amazon.com/images/M/MV5BNDg5MjAxMjA2Nl5BMl5BanBnXkFtZTcwMjE1OTc1MQ@@._V1_QL75_UX280_CR0,1,280,414_.jpg","2007","1h 35m","R","5.5","50K","A group of young film students run into real-life zombies while filming a horror movie of their own."
"6307","Open Season 2","https://m.media-amazon.com/images/M/MV5BMTU4OTI5MTU4Nl5BMl5BanBnXkFtZTgwMTQ1ODA4MDE@._V1_QL75_UX280_CR0,0,280,414_.jpg","2008","1h 16m","PG","5.5","28K","After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is 'kidnapped' by his human owners. A rescue mission starts. Oh, and there's also a group of pampered pets."
"6308","Hotel for Dogs","https://m.media-amazon.com/images/M/MV5BMTI5NjkxOTE5MF5BMl5BanBnXkFtZTcwMTcxNTAwMg@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2009","1h 40m","PG","5.5","26K","Two siblings who are forbidden to bring animals home secretly take in stray dogs at an abandoned hotel, thus creating an ideal shelter by transforming the hotel into an incredible paradise for dogs."
"6309","Bad Ass","https://m.media-amazon.com/images/M/MV5BMTM3MzIwMzQwM15BMl5BanBnXkFtZTcwNDA5ODY2Nw@@._V1_QL75_UY414_CR0,0,280,414_.jpg","2012","1h 30m","R","5.5","20K","A Vietnam veteran who becomes a local hero after saving a man from attackers on a city bus decides to take action when his best friend is murdered and the police show little interest in solving the crime."
"6310","War, Inc.","https://m.media-amazon.com/images/M/MV5BODk3NzkxMzE2Nl5BMl5BanBnXkFtZTcwMTIzMzQ2MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2008","1h 47m","R","5.5","23K","A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician."
"6311","Casa de mi Padre","https://m.media-amazon.com/images/M/MV5BMWIxMWI1ZWMtN2UyMS00Nzc2LWE2NzktMzBiM2Y3ZGM2OWFjXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2012","1h 24m","R","5.5","22K","Scheming to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord."
"6312","White Noise","https://m.media-amazon.com/images/M/MV5BZmM5YmFjNTUtZmQ4Yi00M2FkLThmM2MtZTMyZWEyYjBiZjkzXkEyXkFqcGc@._V1_QL75_UY414_CR1,0,280,414_.jpg","2005","1h 41m","PG-13","5.5","52K","An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions."
"6313","The Man","https://m.media-amazon.com/images/M/MV5BODcwMDU0NjU3NF5BMl5BanBnXkFtZTYwOTI3MDc2._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 23m","PG-13","5.5","27K","Special Agent Derrick Vann is a man out to get the man who killed his partner, but a case of mistaken identity leads him to Andy Fiddler, a salesman with too many questions and a knack of getting in Vann's way."
"6314","The Trust","https://m.media-amazon.com/images/M/MV5BMTA4NjE3OTk1MzdeQTJeQWpwZ15BbWU4MDMwMTk1Mjgx._V1_QL75_UX280_CR0,0,280,414_.jpg","2016","1h 32m","R","5.5","21K","A pair of cops investigating a drug invasion stumble upon a mysterious bank vault."
"6315","Head of State","https://m.media-amazon.com/images/M/MV5BOWIxMTIxM2MtY2MzZi00ZDMwLTk1MTctNmIyOWQ4MDU2MmZiXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","2003","1h 35m","PG-13","5.5","22K","When a presidential candidate dies unexpectedly in the middle of the campaign, Washington, D.C. alderman Mays Gilliam is unexpectedly picked as his replacement."
"6316","Surviving Christmas","https://m.media-amazon.com/images/M/MV5BYTE2YmUyNzAtODdlZC00ZDQxLTlhNWYtN2RjOWU2MzcwOTRhXkEyXkFqcGc@._V1_QL75_UX280_CR0,4,280,414_.jpg","2004","1h 31m","PG-13","5.5","29K","A lonely, obnoxious young millionaire pays a family to spend Christmas with him."
"6317","American Dreamz","https://m.media-amazon.com/images/M/MV5BMjE0MTk1NzM4MV5BMl5BanBnXkFtZTcwOTUzMjYzMQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2006","1h 47m","PG-13","5.5","25K","A popular television music talent competition hosted by a pompous egomaniac becomes the setting for an assassination attempt when the President of the United States becomes a celebrity judge in an attempt to rehabilitate his image."
"6318","Simmba","https://m.media-amazon.com/images/M/MV5BOWY3MTU5NTItZTk3Yy00MzZkLTk0MDQtMjQxYjVhZTYzZWU5XkEyXkFqcGc@._V1_QL75_UY414_CR7,0,280,414_.jpg","2018","2h 38m","PG-13","5.5","23K","Simmba enjoys all the perks of being an amoral and unethical police officer until a life-changing event forces him to choose the righteous path."
"6319","MobKing","https://m.media-amazon.com/images/M/MV5BNmU3NDM5YjEtNzhmZi00Y2QzLTlkNDEtNjg0MjVmZWQ3ODdiXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2023","2h 38m","PG-13","5.5","24K","Coming off a lengthy prison sentence, Mike White is coming home to a world changed drastically by technology and a mindset of just trying to live a normal life running his Gentlemen's club and taking care of his family."
"6320","Emilia Pérez","https://m.media-amazon.com/images/M/MV5BNjBhMWVmYjQtYmI2NC00NjdiLTliMjQtODliYjI5OTZmMzczXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","2h 12m","R","5.4","87K","Emilia Pérez follows three remarkable women in Mexico, each pursuing their own happiness. Cartel leader Emilia enlists unappreciated lawyer Rita to help fake her death so that she can finally live authentically as her true self."
"6321","Subservience","https://m.media-amazon.com/images/M/MV5BMjdlNjNlODEtYjA1OS00MDgzLWJiNTMtMDVlMWMyOGM5ZDhkXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","1h 46m","R","5.4","27K","Follows a struggling father who purchases a domestic SIM to help care for his house and family, unaware she will gain awareness and turn deadly."
"6322","Scary Movie 2","https://m.media-amazon.com/images/M/MV5BZjZlOTgzNmUtNjZlYS00NWFjLTg4ZDktMWY4NDIxMjVjZjdhXkEyXkFqcGc@._V1_QL75_UX280_CR0,12,280,414_.jpg","2001","1h 23m","R","5.4","182K","Four teens are tricked by a professor into visiting a haunted house for a school project."
"6323","Grown Ups 2","https://m.media-amazon.com/images/M/MV5BNmIzNDg3NTQtZjVkOS00Y2RlLThkZDAtMWQwY2RiM2FjNzRiXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","2013","1h 41m","PG-13","5.4","179K","After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you."
"6324","You Should Have Left","https://m.media-amazon.com/images/M/MV5BYTU3NGRlN2UtZDI0Yy00MWM4LWI0OGEtMjE5NmNkMjlhMTNkXkEyXkFqcGc@._V1_QL75_UX280_CR0,13,280,414_.jpg","2020","1h 33m","R","5.4","29K","A former banker, his actress wife, and their spirited daughter book a vacation at an isolated modern home in the Welsh countryside where nothing is quite as it seems."
"6325","Five Nights at Freddy's","https://m.media-amazon.com/images/M/MV5BNzFkMDE2ZmEtOWMwNy00MWM2LThlNjMtZWQzNWY5MTJjZjcxXkEyXkFqcGc@._V1_QL75_UX280_CR0,14,280,414_.jpg","2023","1h 49m","PG-13","5.4","111K","A troubled security guard begins working at Freddy Fazbear's Pizza. During his five nights on the job, he realizes that something is wrong with the pizzeria and pretty soon finds the truth about its animatronics."
"6326","Wonder Woman 1984","https://m.media-amazon.com/images/M/MV5BYTdkYjI0M2ItMmUxZi00YjU1LTgwM2ItODgxNDY0ODZhZDQzXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2020","2h 31m","PG-13","5.4","301K","Wonder Woman finds herself battling two opponents, Maxwell Lord, a shrewd entrepreneur, and Barbara Minerva, a friend-turned-foe. Meanwhile, she also ends up crossing paths with her love interest."
"6327","Tusk","https://m.media-amazon.com/images/M/MV5BYzdkNDUyY2QtY2U5Ny00NDM3LWFlMWEtY2Y1MDcxYWYzNGZjXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","2014","1h 42m","R","5.4","68K","A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses."
"6328","The Mummy","https://m.media-amazon.com/images/M/MV5BMTkwMTgwODAxMl5BMl5BanBnXkFtZTgwNTEwNTQ3MDI@._V1_QL75_UX280_CR0,14,280,414_.jpg","2017","1h 50m","PG-13","5.4","214K","An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia and terrors that defy human comprehension."
"6329","The Dead Don't Die","https://m.media-amazon.com/images/M/MV5BMGQzMTFkM2UtZDhmOC00OGY4LWFjYzctMjljZDkzYTAxN2VmXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 44m","R","5.4","96K","The focus is on the sleepy small town of Centerville where the dead become undead."
"6330","The Union","https://m.media-amazon.com/images/M/MV5BY2I0YmNiNmEtNWI2My00NDU5LWIwZWItNWNkNjFmYWJjNTMxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","1h 47m","PG-13","5.4","52K","Construction worker Mike is thrust into the world of espionage when his high school sweetheart, Roxanne, recruits him for a high-stakes intelligence mission."
"6331","The Green Inferno","https://m.media-amazon.com/images/M/MV5BMTcxZGNkMDEtNmIxMy00NDdiLWFmZDYtOWZhNjRhY2QxZTA5XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2013","1h 40m","R","5.4","52K","A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
"6332","Drive-Away Dolls","https://m.media-amazon.com/images/M/MV5BNDFmNzc4OGItNWRiZS00Mzc0LWE4MjgtNjMzZTEzN2ZjNWY5XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","1h 24m","R","5.4","23K","Jamie regrets her breakup with her girlfriend, while Marian needs to relax. In search of a fresh start, they embark on an unexpected road trip to Tallahassee. Things quickly go awry when they cross paths with a group of inept criminals."
"6333","A Family Affair","https://m.media-amazon.com/images/M/MV5BMDQyMWFkMGMtNjhiMS00MzgyLWFmOGYtNzA3MGNjNGVhMGI4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2024","1h 51m","PG-13","5.4","36K","A surprising romance kicks off comic consequences for a young woman, her mother, and her movie-star boss as they face the complications of love, sex, and identity."
"6334","Masters of the Universe","https://m.media-amazon.com/images/M/MV5BOGM4ZDMxMjMtMmFhYi00OGJhLThiYzktMTVmYTgwNTk4ZDJhXkEyXkFqcGc@._V1_QL75_UX280_CR0,9,280,414_.jpg","1987","1h 46m","PG","5.4","46K","The heroic warrior He-Man battles against the evil lord Skeletor and his armies of darkness for control of Castle Grayskull."
"6335","Richie Rich","https://m.media-amazon.com/images/M/MV5BZWEyNTYzNmMtMTFkNC00Zjk4LWI4MzUtMjAzMjZjOTJmMjVmXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1994","1h 35m","PG","5.4","77K","Richie Rich is the richest kid in the world. The one thing Richie doesn't have is friends. When his parents suddenly go missing, Richie hooks up with a group of kids who just might fill the void in his life, while helping save his folks."
"6336","Batman Forever","https://m.media-amazon.com/images/M/MV5BMTUyNjJhZWItMTZkNS00NDc4LTllNjUtYTg3NjczMzA5ZTViXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","1995","2h 1m","PG-13","5.4","274K","Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
"6337","Gods of Egypt","https://m.media-amazon.com/images/M/MV5BNjExODg3MDUzNl5BMl5BanBnXkFtZTgwNjExMjE3NzE@._V1_QL75_UX280_CR0,9,280,414_.jpg","2016","2h 7m","PG-13","5.4","131K","Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict."
"6338","Serenity","https://m.media-amazon.com/images/M/MV5BNjRlMWQ3MzUtOGU3ZS00YmJlLTljYjMtYWRiYTJjMDYzNGMyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 46m","R","5.4","47K","A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems."
"6339","The Nun","https://m.media-amazon.com/images/M/MV5BMjM3NzQ5NDcxOF5BMl5BanBnXkFtZTgwNzM4MTQ5NTM@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 36m","R","5.4","181K","A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun."
"6340","Aquamarine","https://m.media-amazon.com/images/M/MV5BZDA1ZWVjOTEtYjZjNC00MTEyLTkzMWUtOGZlZWY1NmY2NGU3XkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","2006","1h 50m","PG","5.4","47K","Two teenage girls discover a mermaid in their beach club's swimming pool."
"6341","Annie","https://m.media-amazon.com/images/M/MV5BMTAyNDYxOTI4MzNeQTJeQWpwZ15BbWU4MDQ3MDU3NjIx._V1_QL75_UX280_CR0,0,280,414_.jpg","2014","1h 58m","PG","5.4","42K","A foster kid who lives with her mean foster mom sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in."
"6342","The Stepford Wives","https://m.media-amazon.com/images/M/MV5BMjEzNTM4ODM1OF5BMl5BanBnXkFtZTcwNjg4NzAzMw@@._V1_QL75_UX280_CR0,7,280,414_.jpg","2004","1h 33m","PG-13","5.4","72K","The secret to a Stepford wife lies behind the doors of the Men's Association."
"6343","Coneheads","https://m.media-amazon.com/images/M/MV5BOTE5NDNjOWUtMDhmZi00MTA2LWEzZWEtYjUxZWYxZGEzNjU4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1993","1h 28m","PG","5.4","60K","Aliens with conical crania crash-land on Earth."
"6344","Countdown","https://m.media-amazon.com/images/M/MV5BMzJjODI5ZTQtMTIxNy00MjY0LTlhNDgtNzk0YjZjM2Q1ZDIyXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2019","1h 30m","PG-13","5.4","49K","When a nurse downloads an app that claims to predict the moment a person will die, it tells her she only has three days to live. With the clock ticking and a figure haunting her, she must find a way to save her life before time runs out."
"6345","Can You Keep a Secret?","https://m.media-amazon.com/images/M/MV5BMzZhM2M1MTEtMjg0Yi00ZTIzLTljYWYtZGQwMmNkZjkyNzY1XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 34m","TV-MA","5.4","22K","Thinking they're about to crash, Emma spills her secrets to a stranger on a plane. At least, she thought he was a stranger...Until she later meets Jack, her company's young CEO, who now knows every humiliating detail about her. Based on the blockbuster NYT bestseller."
"6346","Teeth","https://m.media-amazon.com/images/M/MV5BMWI0OTRjZTctMTY1ZS00YjkxLWFiYjEtYjMxYmUzZDhlNzUyXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","2007","1h 34m","R","5.4","48K","Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence."
"6347","Popeye","https://m.media-amazon.com/images/M/MV5BOWVlMWUxMmEtOGFlZS00MDJmLWE1NWQtZWI5MGMxZmU2NDIxXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1980","1h 54m","PG","5.4","36K","The adventures of the famous sailor man and his friends in the seaside town of Sweethaven."
"6348","65","https://m.media-amazon.com/images/M/MV5BZWQ2NjUyNWMtNDhlYy00Y2Y3LThlZTYtNzI3ODhiYjQ5YmFjXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2023","1h 33m","PG-13","5.4","99K","An astronaut crash lands on a mysterious planet only to discover he's not alone."
"6349","Killing Me Softly","https://m.media-amazon.com/images/M/MV5BYjlmMWU5ZTQtODlmOC00YTA1LWI5YWYtYjU0NGI1ZTc0NjBhXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2002","1h 40m","Unrated","5.4","20K","A young American woman living in London begins a passionate and kinky affair with a handsome stranger who may have a dark and dangerous past."
"6350","Tank Girl","https://m.media-amazon.com/images/M/MV5BYjAwYjZmMGEtZmE4ZS00ZmViLWEzNWMtNGFiM2UyOGI5NmMxXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1995","1h 44m","R","5.4","36K","A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet."
"6351","The Witches","https://m.media-amazon.com/images/M/MV5BZjRiYWFmZTYtYTBmZi00ZmM0LWFjODgtNWZmNjQyYjQ5OTRkXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2020","1h 46m","PG","5.4","49K","A young boy and his grandmother have a run-in with a coven of witches and their leader."
"6352","Like Mike","https://m.media-amazon.com/images/M/MV5BZjliNjlhMTAtY2ViNy00MDU2LWI4NWQtZTlmOTJmODNlMzM5XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2002","1h 39m","PG","5.4","23K","A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""MJ"" inside them."
"6353","Maximum Overdrive","https://m.media-amazon.com/images/M/MV5BN2UzZDlhN2MtNjVhMi00MWZhLThjNTEtZTg0NDc1NjVkZDQ1XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1986","1h 38m","R","5.4","38K","A group of people try to survive when machines start to come alive and become homicidal."
"6354","Snake Eyes","https://m.media-amazon.com/images/M/MV5BYjRiYTRiMTQtMjBmMy00MDhiLWFlMWMtZGU1YTRiYjUxNjA2XkEyXkFqcGc@._V1_QL75_UY414_CR26,0,280,414_.jpg","2021","2h 1m","PG-13","5.4","46K","Snake Eyes, a tenacious loner, is welcomed into an ancient Japanese clan called the Arashikage, who teach him the ways of the ninja and provide him home. But when secrets from his past are revealed, his honor and allegiance will be tested."
"6355","The Counselor","https://m.media-amazon.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_QL75_UX280_CR0,0,280,414_.jpg","2013","1h 57m","R","5.4","108K","A lawyer finds himself in over his head when he gets involved in drug trafficking."
"6356","In the Cut","https://m.media-amazon.com/images/M/MV5BM2VhYTA4NzctMzUyZC00NWUwLWI3M2QtODM5OTZkMWY1ODZiXkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","2003","1h 59m","R","5.4","27K","A New York City writing professor, Frannie Avery, has an affair with a police detective who is investigating the murder of a beautiful young woman in her neighborhood."
"6357","My Bloody Valentine","https://m.media-amazon.com/images/M/MV5BNzJkMjBjYzUtMjZjNy00MTg5LTkxNzgtMmM3ZWZjYzRjMDliXkEyXkFqcGc@._V1_QL75_UX280_CR0,9,280,414_.jpg","2009","1h 41m","R","5.4","63K","Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old flame is the only one that believes he's innocent."
"6358","Red Riding Hood","https://m.media-amazon.com/images/M/MV5BMTc4NjYyMzQ5MV5BMl5BanBnXkFtZTcwNjE5Mjc3NA@@._V1_QL75_UY414_CR0,0,280,414_.jpg","2011","1h 40m","PG-13","5.4","118K","A teenage girl finds herself in deathly straits when her village sets out to hunt the werewolf that terrorizes it every full moon."
"6359","The Wedding Planner","https://m.media-amazon.com/images/M/MV5BNjMyMTZkNGYtZDdkZi00OTVjLWI1MDAtYWI1ODViMmEzOGM1XkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","2001","1h 43m","PG-13","5.4","90K","Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom."
"6360","The Smurfs","https://m.media-amazon.com/images/M/MV5BNzQxNDYyNTQtYjg1OC00OGJiLTk2YjMtZjZjZDgwOWFlOTJjXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2011","1h 43m","PG","5.4","100K","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City."
"6361","Havoc","https://m.media-amazon.com/images/M/MV5BZDc1YzI1MzgtNzVhYy00MjYwLTgyZmEtYzFkMzhhOTgxNjI2XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2005","1h 25m","R","5.4","21K","Two affluent suburban girls clash with the Latino gang culture of East Los Angeles."
"6362","Evan Almighty","https://m.media-amazon.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2007","1h 36m","PG","5.4","159K","God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood."
"6363","The Lawnmower Man","https://m.media-amazon.com/images/M/MV5BM2JlNzVmN2QtM2IwYS00ZjVmLWI4NDMtYTU4MmEzMzRmYzNkXkEyXkFqcGc@._V1_QL75_UX280_CR0,11,280,414_.jpg","1992","1h 48m","R","5.4","41K","A simple man is turned into a genius through the application of computer science."
"6364","The Silence","https://m.media-amazon.com/images/M/MV5BYzY2ZjM0NTgtNDc3OS00YmQwLTlkN2YtMmRmMDAxMmM0NTliXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","1h 30m","PG-13","5.4","53K","When the world is under attack from terrifying creatures who hunt their human prey by sound, 16-year old Ally Andrews (Kiernan Shipka), who lost her hearing at 13, and her family seek refuge in a remote haven."
